# t x1 v1 x2 v2 E_kin E_pot E_tot
2.12000 0.07330 -0.22560 -0.07330 0.22560 0.05090 0.05910 0.11000
2.13000 0.07101 -0.23354 -0.07101 0.23354 0.05454 0.05546 0.11000
2.14000 0.06863 -0.24122 -0.06863 0.24122 0.05819 0.05181 0.11000
2.15000 0.06618 -0.24864 -0.06618 0.24864 0.06182 0.04818 0.11000
2.16000 0.06366 -0.25578 -0.06366 0.25578 0.06542 0.04458 0.11000
2.17000 0.06107 -0.26264 -0.06107 0.26264 0.06898 0.04102 0.11000
2.18000 0.05841 -0.26921 -0.05841 0.26921 0.07247 0.03753 0.11000
2.19000 0.05568 -0.27549 -0.05568 0.27549 0.07589 0.03411 0.11000
2.20000 0.05290 -0.28146 -0.05290 0.28146 0.07922 0.03078 0.11000
2.21000 0.05006 -0.28712 -0.05006 0.28712 0.08244 0.02756 0.11000
2.22000 0.04716 -0.29247 -0.04716 0.29247 0.08554 0.02446 0.11000
2.23000 0.04421 -0.29749 -0.04421 0.29749 0.08850 0.02150 0.11000
2.24000 0.04121 -0.30219 -0.04121 0.30219 0.09132 0.01868 0.11000
2.25000 0.03816 -0.30656 -0.03816 0.30656 0.09398 0.01602 0.11000
2.26000 0.03508 -0.31059 -0.03508 0.31059 0.09646 0.01354 0.11000
2.27000 0.03195 -0.31427 -0.03195 0.31427 0.09877 0.01123 0.11000
2.28000 0.02879 -0.31762 -0.02879 0.31762 0.10088 0.00912 0.11000
2.29000 0.02560 -0.32061 -0.02560 0.32061 0.10279 0.00721 0.11000
2.30000 0.02238 -0.32325 -0.02238 0.32325 0.10449 0.00551 0.11000
2.31000 0.01914 -0.32553 -0.01914 0.32553 0.10597 0.00403 0.11000
2.32000 0.01587 -0.32746 -0.01587 0.32746 0.10723 0.00277 0.11000
2.33000 0.01259 -0.32902 -0.01259 0.32902 0.10826 0.00174 0.11000
2.34000 0.00929 -0.33023 -0.00929 0.33023 0.10905 0.00095 0.11000
2.35000 0.00599 -0.33107 -0.00599 0.33107 0.10961 0.00039 0.11000
2.36000 0.00267 -0.33154 -0.00267 0.33154 0.10992 0.00008 0.11000
2.37000 -0.00064 -0.33166 0.00064 0.33166 0.11000 0.00000 0.11000
2.38000 -0.00396 -0.33140 0.00396 0.33140 0.10983 0.00017 0.11000
2.39000 -0.00727 -0.33079 0.00727 0.33079 0.10942 0.00058 0.11000
2.40000 -0.01057 -0.32980 0.01057 0.32980 0.10877 0.00123 0.11000
2.41000 -0.01386 -0.32846 0.01386 0.32846 0.10789 0.00211 0.11000
2.42000 -0.01714 -0.32675 0.01714 0.32675 0.10677 0.00323 0.11000
2.43000 -0.02040 -0.32469 0.02040 0.32469 0.10542 0.00458 0.11000
2.44000 -0.02363 -0.32227 0.02363 0.32227 0.10386 0.00614 0.11000
2.45000 -0.02684 -0.31949 0.02684 0.31949 0.10207 0.00793 0.11000
2.46000 -0.03002 -0.31636 0.03002 0.31636 0.10009 0.00991 0.11000
2.47000 -0.03317 -0.31289 0.03317 0.31289 0.09790 0.01210 0.11000
2.48000 -0.03628 -0.30907 0.03628 0.30907 0.09552 0.01448 0.11000
2.49000 -0.03935 -0.30491 0.03935 0.30491 0.09297 0.01703 0.11000
2.50000 -0.04237 -0.30041 0.04237 0.30041 0.09025 0.01975 0.11000
2.51000 -0.04536 -0.29559 0.04536 0.29559 0.08737 0.02263 0.11000
2.52000 -0.04829 -0.29044 0.04829 0.29044 0.08435 0.02565 0.11000
2.53000 -0.05116 -0.28497 0.05116 0.28497 0.08121 0.02879 0.11000
2.54000 -0.05398 -0.27918 0.05398 0.27918 0.07794 0.03206 0.11000
2.55000 -0.05675 -0.27309 0.05675 0.27309 0.07458 0.03542 0.11000
2.56000 -0.05944 -0.26670 0.05944 0.26670 0.07113 0.03887 0.11000
2.57000 -0.06208 -0.26002 0.06208 0.26002 0.06761 0.04239 0.11000
2.58000 -0.06464 -0.25305 0.06464 0.25305 0.06403 0.04597 0.11000
2.59000 -0.06714 -0.24580 0.06714 0.24580 0.06042 0.04958 0.11000
2.60000 -0.06956 -0.23828 0.06956 0.23828 0.05678 0.05322 0.11000
2.61000 -0.07190 -0.23050 0.07190 0.23050 0.05313 0.05687 0.11000
2.62000 -0.07417 -0.22246 0.07417 0.22246 0.04949 0.06051 0.11000
2.63000 -0.07635 -0.21418 0.07635 0.21418 0.04587 0.06413 0.11000
2.64000 -0.07845 -0.20567 0.07845 0.20567 0.04230 0.06770 0.11000
2.65000 -0.08046 -0.19693 0.08046 0.19693 0.03878 0.07122 0.11000
2.66000 -0.08239 -0.18797 0.08239 0.18797 0.03533 0.07467 0.11000
2.67000 -0.08422 -0.17881 0.08422 0.17881 0.03197 0.07803 0.11000
2.68000 -0.08596 -0.16944 0.08596 0.16944 0.02871 0.08129 0.11000
2.69000 -0.08761 -0.15990 0.08761 0.15990 0.02557 0.08443 0.11000
2.70000 -0.08916 -0.15017 0.08916 0.15017 0.02255 0.08745 0.11000
2.71000 -0.09061 -0.14028 0.09061 0.14028 0.01968 0.09032 0.11000
2.72000 -0.09197 -0.13024 0.09197 0.13024 0.01696 0.09304 0.11000
2.73000 -0.09322 -0.12006 0.09322 0.12006 0.01441 0.09559 0.11000
2.74000 -0.09437 -0.10974 0.09437 0.10974 0.01204 0.09796 0.11000
2.75000 -0.09541 -0.09930 0.09541 0.09930 0.00986 0.10014 0.11000
2.76000 -0.09635 -0.08875 0.09635 0.08875 0.00788 0.10212 0.11000
2.77000 -0.09719 -0.07810 0.09719 0.07810 0.00610 0.10390 0.11000
2.78000 -0.09792 -0.06737 0.09792 0.06737 0.00454 0.10546 0.11000
2.79000 -0.09853 -0.05657 0.09853 0.05657 0.00320 0.10680 0.11000
2.80000 -0.09905 -0.04570 0.09905 0.04570 0.00209 0.10791 0.11000
2.81000 -0.09945 -0.03478 0.09945 0.03478 0.00121 0.10879 0.11000
2.82000 -0.09974 -0.02382 0.09974 0.02382 0.00057 0.10943 0.11000
2.83000 -0.09993 -0.01284 0.09993 0.01284 0.00016 0.10984 0.11000
2.84000 -0.10000 -0.00185 0.10000 0.00185 0.00000 0.11000 0.11000
2.85000 -0.09996 0.00915 0.09996 -0.00915 0.00008 0.10992 0.11000
2.86000 -0.09982 0.02014 0.09982 -0.02014 0.00041 0.10959 0.11000
2.87000 -0.09956 0.03111 0.09956 -0.03111 0.00097 0.10903 0.11000
2.88000 -0.09919 0.04204 0.09919 -0.04204 0.00177 0.10823 0.11000
2.89000 -0.09872 0.05293 0.09872 -0.05293 0.00280 0.10720 0.11000
2.90000 -0.09813 0.06376 0.09813 -0.06376 0.00406 0.10594 0.11000
