# t x1 v1 x2 v2 E_kin E_pot E_tot
1.61000 -0.01175 -0.10415 0.01175 0.10415 0.01085 0.00015 0.01100
1.62000 -0.01279 -0.10402 0.01279 0.10402 0.01082 0.00018 0.01100
1.63000 -0.01383 -0.10387 0.01383 0.10387 0.01079 0.00021 0.01100
1.64000 -0.01487 -0.10371 0.01487 0.10371 0.01076 0.00024 0.01100
1.65000 -0.01591 -0.10355 0.01591 0.10355 0.01072 0.00028 0.01100
1.66000 -0.01694 -0.10336 0.01694 0.10336 0.01068 0.00032 0.01100
1.67000 -0.01797 -0.10317 0.01797 0.10317 0.01064 0.00036 0.01100
1.68000 -0.01900 -0.10297 0.01900 0.10297 0.01060 0.00040 0.01100
1.69000 -0.02003 -0.10275 0.02003 0.10275 0.01056 0.00044 0.01100
1.70000 -0.02106 -0.10253 0.02106 0.10253 0.01051 0.00049 0.01100
1.71000 -0.02208 -0.10229 0.02208 0.10229 0.01046 0.00054 0.01100
1.72000 -0.02310 -0.10204 0.02310 0.10204 0.01041 0.00059 0.01100
1.73000 -0.02412 -0.10178 0.02412 0.10178 0.01036 0.00064 0.01100
1.74000 -0.02514 -0.10151 0.02514 0.10151 0.01030 0.00070 0.01100
1.75000 -0.02615 -0.10123 0.02615 0.10123 0.01025 0.00075 0.01100
1.76000 -0.02717 -0.10094 0.02717 0.10094 0.01019 0.00081 0.01100
1.77000 -0.02817 -0.10063 0.02817 0.10063 0.01013 0.00087 0.01100
1.78000 -0.02918 -0.10032 0.02918 0.10032 0.01006 0.00094 0.01100
1.79000 -0.03018 -0.09999 0.03018 0.09999 0.01000 0.00100 0.01100
1.80000 -0.03118 -0.09965 0.03118 0.09965 0.00993 0.00107 0.01100
1.81000 -0.03217 -0.09930 0.03217 0.09930 0.00986 0.00114 0.01100
1.82000 -0.03316 -0.09895 0.03316 0.09895 0.00979 0.00121 0.01100
1.83000 -0.03415 -0.09858 0.03415 0.09858 0.00972 0.00128 0.01100
1.84000 -0.03513 -0.09819 0.03513 0.09819 0.00964 0.00136 0.01100
1.85000 -0.03611 -0.09780 0.03611 0.09780 0.00957 0.00143 0.01100
1.86000 -0.03709 -0.09740 0.03709 0.09740 0.00949 0.00151 0.01100
1.87000 -0.03806 -0.09699 0.03806 0.09699 0.00941 0.00159 0.01100
